32.000000, 0.500000, 3.352277, 29.081613
32.000000, 0.516667, 3.143559, 35.026873
32.000000, 0.533333, 2.929095, 42.772627
32.000000, 0.550000, 2.709501, 52.995877
32.000000, 0.566667, 2.485415, 66.595598
32.000000, 0.583333, 2.257495, 84.607626
32.000000, 0.600000, 2.026416, 107.727047
32.000000, 0.616667, 1.792869, 134.887133
32.000000, 0.633333, 1.557555, 160.698328
32.000000, 0.650000, 1.321179, 174.675261
32.000000, 0.666667, 1.084453, 168.417084
32.000000, 0.683333, 0.848086, 145.309381
32.000000, 0.700000, 0.612785, 116.536473
32.000000, 0.716667, 0.379248, 90.411737
32.000000, 0.733333, 0.148162, 69.699537
32.000000, 0.750000, -0.079799, 54.144619
32.000000, 0.766667, -0.303981, 42.637490
32.000000, 0.783333, -0.523750, 34.097333
32.000000, 0.800000, -0.738496, 27.687439
32.000000, 0.816667, -0.947638, 22.807166
32.000000, 0.833333, -1.150622, 19.035506
32.000000, 0.850000, -1.346929, 16.078012
32.000000, 0.866667, -1.536072, 13.727183
32.000000, 0.883333, -1.717603, 11.835030
32.000000, 0.900000, -1.891111, 10.294548
32.000000, 0.916667, -2.056225, 9.027266
32.000000, 0.933333, -2.212615, 7.974832
32.000000, 0.950000, -2.359994, 7.093278
32.000000, 0.966667, -2.498117, 6.349056
32.000000, 0.983333, -2.626782, 5.716267
32.000000, 1.000000, -2.745830, 5.174701
32.000000, 1.016667, -2.855148, 4.708421
32.000000, 1.033333, -2.954660, 4.304746
32.000000, 1.050000, -3.044339, 3.953497
32.000000, 1.066667, -3.124193, 3.646433
32.000000, 1.083333, -3.194274, 3.376835
32.000000, 1.100000, -3.254671, 3.139186
32.000000, 1.116667, -3.305511, 2.928925
32.000000, 1.133333, -3.346955, 2.742257
32.000000, 1.150000, -3.379199, 2.576010
32.000000, 1.166667, -3.402469, 2.427515
32.000000, 1.183333, -3.417022, 2.294516
32.000000, 1.200000, -3.423140, 2.175096
32.000000, 1.216667, -3.421131, 2.067620
32.000000, 1.233333, -3.411323, 1.970686
32.000000, 1.250000, -3.394067, 1.883091
32.000000, 1.266667, -3.369728, 1.803790
32.000000, 1.283333, -3.338686, 1.731883
32.000000, 1.300000, -3.301334, 1.666583
32.000000, 1.316667, -3.258074, 1.607203
32.000000, 1.333333, -3.209315, 1.553144
32.000000, 1.350000, -3.155470, 1.503876
32.000000, 1.366667, -3.096954, 1.458933
32.000000, 1.383333, -3.034184, 1.417904
32.000000, 1.400000, -2.967573, 1.380424
32.000000, 1.416667, -2.897530, 1.346167
32.000000, 1.433333, -2.824458, 1.314844
32.000000, 1.450000, -2.748754, 1.286194
32.000000, 1.466667, -2.670802, 1.259986
32.000000, 1.483333, -2.590978, 1.236010
32.016667, 0.500000, 3.364188, 35.737490
32.016667, 0.516667, 3.154820, 43.902990
32.016667, 0.533333, 2.939727, 54.907268
32.016667, 0.550000, 2.719523, 70.056145
32.016667, 0.566667, 2.494843, 91.295716
32.016667, 0.583333, 2.266347, 121.293664
32.016667, 0.600000, 2.034707, 162.709373
32.016667, 0.616667, 1.800614, 214.562367
32.016667, 0.633333, 1.564765, 263.451910
32.016667, 0.650000, 1.327867, 280.688793
32.016667, 0.666667, 1.090630, 251.454501
32.016667, 0.683333, 0.853761, 197.720669
32.016667, 0.700000, 0.617966, 146.463009
32.016667, 0.716667, 0.383942, 107.383017
32.016667, 0.733333, 0.152377, 79.745962
32.016667, 0.750000, -0.076058, 60.462755
32.016667, 0.766667, -0.300709, 46.859225
32.016667, 0.783333, -0.520943, 37.072362
32.016667, 0.800000, -0.736149, 29.877660
32.016667, 0.816667, -0.945747, 24.476812
32.016667, 0.833333, -1.149183, 20.343741
32.016667, 0.850000, -1.345939, 17.125490
32.016667, 0.866667, -1.535526, 14.580426
32.016667, 0.883333, -1.717498, 12.539744
32.016667, 0.900000, -1.891441, 10.883213
32.016667, 0.916667, -2.056986, 9.523636
32.016667, 0.933333, -2.213802, 8.396715
32.016667, 0.950000, -2.361601, 7.454300
32.016667, 0.966667, -2.500137, 6.659831
32.016667, 0.983333, -2.629208, 5.985188
32.016667, 1.000000, -2.748653, 5.408486
32.016667, 1.016667, -2.858358, 4.912512
32.016667, 1.033333, -2.958249, 4.483591
32.016667, 1.050000, -3.048294, 4.110762
32.016667, 1.066667, -3.128504, 3.785161
32.016667, 1.083333, -3.198927, 3.499570
32.016667, 1.100000, -3.259652, 3.248067
32.016667, 1.116667, -3.310806, 3.025757
32.016667, 1.133333, -3.352548, 2.828576
32.016667, 1.150000, -3.385074, 2.653124
32.016667, 1.166667, -3.408609, 2.496544
32.016667, 1.183333, -3.423410, 2.356423
32.016667, 1.200000, -3.429757, 2.230711
32.016667, 1.216667, -3.427958, 2.117663
32.016667, 1.233333, -3.418343, 2.015782
32.016667, 1.250000, -3.401258, 1.923783
32.016667, 1.266667, -3.377071, 1.840554
32.016667, 1.283333, -3.346162, 1.765134
32.016667, 1.300000, -3.308923, 1.696686
